utterance_id,timestamp,name,group,date,block_index,llm_label,llm_engagement,llm_reference
62,9:12,Keila,Keila Delilah,1.22,16,Explain Own Idea,,
63,9:55,Keila,Keila Delilah,1.22,17,Engage Others Idea,LOW,Delilah
64,9:55,T,Keila Delilah,1.22,17,Engage Others Idea,MEDIUM,Keila
65,9:55,Delilah,Keila Delilah,1.22,17,Engage Others Idea,LOW,Keila
66,9:55,T,Keila Delilah,1.22,17,Uncorrelated,,
67,9:55,Delilah,Keila Delilah,1.22,17,Explain Own Idea,,
68,9:55,T,Keila Delilah,1.22,17,Uncorrelated,,
69,9:55,Delilah,Keila Delilah,1.22,17,Uncorrelated,,
70,9:55,T,Keila Delilah,1.22,17,Uncorrelated,,
71,9:55,Keila,Keila Delilah,1.22,17,Uncorrelated,,
72,9:55,Both,Keila Delilah,1.22,17,Uncorrelated,,
73,9:55,Keila,Keila Delilah,1.22,17,Explain Own Idea,,
74,9:55,Delilah,Keila Delilah,1.22,17,Engage Others Idea,LOW,Keila
75,9:55,Keila,Keila Delilah,1.22,17,Explain Own Idea,,
76,9:55,Delilah,Keila Delilah,1.22,17,Engage Others Idea,MEDIUM,Keila
77,9:55,Keila,Keila Delilah,1.22,17,Engage Others Idea,LOW,Delilah
78,13:47,Delilah,Keila Delilah,1.22,18,Uncorrelated,,
79,13:47,Keila,Keila Delilah,1.22,18,Uncorrelated,,
80,13:47,T,Keila Delilah,1.22,18,Uncorrelated,,
81,13:47,Keila,Keila Delilah,1.22,18,Uncorrelated,,
82,13:47,T,Keila Delilah,1.22,18,Uncorrelated,,
83,0:27,Julian,William Julian,1.22,19,Engage Others Idea,MEDIUM,William
84,0:27,William,William Julian,1.22,19,Engage Others Idea,MEDIUM,Julian
85,0:27,Julian,William Julian,1.22,19,Engage Others Idea,HIGH,William
86,0:27,William,William Julian,1.22,19,Engage Others Idea,MEDIUM,Julian
87,0:27,Julian,William Julian,1.22,19,Uncorrelated,,
88,0:27,T,William Julian,1.22,19,Engage Others Idea,MEDIUM,Julian
89,0:27,Julian,William Julian,1.22,19,Explain Own Idea,,
90,0:27,T,William Julian,1.22,19,Engage Others Idea,MEDIUM,Julian
91,0:27,Julian,William Julian,1.22,19,Uncorrelated,,
92,1:19,T,William Julian,1.22,20,Uncorrelated,,
93,1:19,William,William Julian,1.22,20,Uncorrelated,,
94,1:19,T,William Julian,1.22,20,Uncorrelated,,
95,1:19,William,William Julian,1.22,20,Uncorrelated,,
96,1:19,Julian,William Julian,1.22,20,Uncorrelated,,
97,1:19,T,William Julian,1.22,20,Uncorrelated,,
98,1:19,William,William Julian,1.22,20,Uncorrelated,,
99,1:19,T,William Julian,1.22,20,Uncorrelated,,
100,1:19,Julian,William Julian,1.22,20,Engage Others Idea,LOW,William
101,1:19,T,William Julian,1.22,20,Uncorrelated,,
102,1:19,William,William Julian,1.22,20,Uncorrelated,,
103,1:19,Julian,William Julian,1.22,20,Engage Others Idea,HIGH,William
104,1:19,William,William Julian,1.22,20,Engage Others Idea,LOW,Julian
105,1:19,Julian,William Julian,1.22,20,Uncorrelated,,
106,1:19,T,William Julian,1.22,20,Engage Others Idea,MEDIUM,William
107,1:19,William,William Julian,1.22,20,Explain Own Idea,,
108,1:19,T,William Julian,1.22,20,Uncorrelated,,
109,1:19,Julian,William Julian,1.22,20,Uncorrelated,,
110,1:19,William,William Julian,1.22,20,Uncorrelated,,
111,1:19,T,William Julian,1.22,20,Uncorrelated,,
112,1:19,Julian,William Julian,1.22,20,Uncorrelated,,
113,1:19,T,William Julian,1.22,20,Engage Others Idea,MEDIUM,Julian
114,1:19,Julian,William Julian,1.22,20,Uncorrelated,,
115,1:19,William,William Julian,1.22,20,Engage Others Idea,LOW,Julian
116,1:19,T,William Julian,1.22,20,Uncorrelated,,
117,1:19,William,William Julian,1.22,20,Engage Others Idea,MEDIUM,Julian
118,1:19,Julian,William Julian,1.22,20,Engage Others Idea,LOW,William
119,1:19,William,William Julian,1.22,20,Uncorrelated,,
120,1:19,Julian,William Julian,1.22,20,Explain Own Idea,,
121,1:19,William,William Julian,1.22,20,Uncorrelated,,
122,1:19,Julian,William Julian,1.22,20,Explain Own Idea,,
123,1:19,William,William Julian,1.22,20,Uncorrelated,,
124,1:19,T,William Julian,1.22,20,Uncorrelated,,
125,1:19,William,William Julian,1.22,20,Engage Others Idea,LOW,Julian
126,1:19,Julian,William Julian,1.22,20,Uncorrelated,,
127,1:19,William,William Julian,1.22,20,Engage Others Idea,MEDIUM,Julian
128,1:19,Julian,William Julian,1.22,20,Explain Own Idea,,
129,1:19,William,William Julian,1.22,20,Uncorrelated,,
130,1:19,Julian,William Julian,1.22,20,Uncorrelated,,
131,1:19,T,William Julian,1.22,20,Uncorrelated,,
132,1:19,William,William Julian,1.22,20,Explain Own Idea,,
133,1:19,Julian,William Julian,1.22,20,Engage Others Idea,HIGH,William
134,1:19,William,William Julian,1.22,20,Engage Others Idea,HIGH,Julian
135,1:19,Julian,William Julian,1.22,20,Uncorrelated,,
136,1:19,William,William Julian,1.22,20,Engage Others Idea,MEDIUM,Julian
137,1:19,Julian,William Julian,1.22,20,Uncorrelated,,
138,1:19,William,William Julian,1.22,20,Engage Others Idea,MEDIUM,Julian
139,1:19,Julian,William Julian,1.22,20,Engage Others Idea,MEDIUM,William
140,1:19,William,William Julian,1.22,20,Explain Own Idea,,
141,1:19,Julian,William Julian,1.22,20,Uncorrelated,,
142,1:19,William,William Julian,1.22,20,Engage Others Idea,MEDIUM,Julian
143,1:19,Julian,William Julian,1.22,20,Explain Own Idea,,
144,1:19,William,William Julian,1.22,20,Uncorrelated,,
145,1:19,Julian,William Julian,1.22,20,Uncorrelated,,
146,6:23,William,William Julian,1.22,21,Uncorrelated,,
147,6:23,Julian,William Julian,1.22,21,Explain Own Idea,,
148,6:23,William,William Julian,1.22,21,Engage Others Idea,HIGH,Julian
149,6:23,Julian,William Julian,1.22,21,Engage Others Idea,LOW,William
150,6:23,William,William Julian,1.22,21,Engage Others Idea,LOW,Julian
151,6:23,Julian,William Julian,1.22,21,Uncorrelated,,
152,6:23,William,William Julian,1.22,21,Engage Others Idea,MEDIUM,Julian
153,6:23,S,William Julian,1.22,21,Uncorrelated,,
154,6:23,Both,William Julian,1.22,21,Uncorrelated,,
155,6:23,Julian,William Julian,1.22,21,Uncorrelated,,
156,6:23,William,William Julian,1.22,21,Uncorrelated,,
157,7:43,Julian,William Julian,1.22,22,Uncorrelated,,
158,7:43,William,William Julian,1.22,22,Uncorrelated,,
159,7:43,S,William Julian,1.22,22,Uncorrelated,,
160,7:43,William,William Julian,1.22,22,Engage Others Idea,MEDIUM,Previous Speaker
161,7:43,Julian,William Julian,1.22,22,Explain Own Idea,,
162,7:43,Both,William Julian,1.22,22,Uncorrelated,,
163,8:49,Julian,William Julian,1.22,23,Uncorrelated,,
164,8:49,William,William Julian,1.22,23,Explain Own Idea,,
165,8:49,Julian,William Julian,1.22,23,Uncorrelated,,
166,8:49,William,William Julian,1.22,23,Uncorrelated,,
167,8:49,Julian,William Julian,1.22,23,Uncorrelated,,
168,8:49,William,William Julian,1.22,23,Engage Others Idea,MEDIUM,Julian
169,8:49,Julian,William Julian,1.22,23,Uncorrelated,,
170,8:49,William,William Julian,1.22,23,Engage Others Idea,HIGH,Julian
171,8:49,Julian,William Julian,1.22,23,Uncorrelated,,
172,8:49,William,William Julian,1.22,23,Uncorrelated,,
173,8:49,Julian,William Julian,1.22,23,Uncorrelated,,
174,8:49,William,William Julian,1.22,23,Engage Others Idea,LOW,Julian
175,8:49,Julian,William Julian,1.22,23,Uncorrelated,,
176,8:49,William,William Julian,1.22,23,Uncorrelated,,
177,8:49,Julian,William Julian,1.22,23,Engage Others Idea,HIGH,William
178,8:49,William,William Julian,1.22,23,Engage Others Idea,MEDIUM,Julian
179,8:49,Julian,William Julian,1.22,23,Uncorrelated,,
180,8:49,William,William Julian,1.22,23,Engage Others Idea,LOW,Julian
181,8:49,Both,William Julian,1.22,23,Uncorrelated,,
182,11:20,Julian,William Julian,1.22,24,Uncorrelated,,
183,11:20,William,William Julian,1.22,24,Uncorrelated,,
184,13:24,T,William Julian,1.22,25,Uncorrelated,,
185,13:24,Both,William Julian,1.22,25,Uncorrelated,,
186,0:14,Angelina,Maria Angelina,1.22,26,Uncorrelated,,
187,0:14,Maria,Maria Angelina,1.22,26,Explain Own Idea,,
188,0:14,Angelina,Maria Angelina,1.22,26,Uncorrelated,,
189,0:14,Maria,Maria Angelina,1.22,26,Explain Own Idea,,
190,0:14,Angelina,Maria Angelina,1.22,26,Uncorrelated,,
191,0:14,Maria,Maria Angelina,1.22,26,Uncorrelated,,
192,0:14,Angelina,Maria Angelina,1.22,26,Uncorrelated,,
193,0:14,Maria,Maria Angelina,1.22,26,Uncorrelated,,
194,0:14,Angelina,Maria Angelina,1.22,26,Uncorrelated,,
195,0:14,Both,Maria Angelina,1.22,26,Uncorrelated,,
196,0:14,Angelina,Maria Angelina,1.22,26,Explain Own Idea,,
197,0:14,Maria,Maria Angelina,1.22,26,Engage Others Idea,HIGH,Angelina
198,0:14,Angelina,Maria Angelina,1.22,26,Uncorrelated,,
199,0:14,Maria,Maria Angelina,1.22,26,Uncorrelated,,
200,0:14,Angelina,Maria Angelina,1.22,26,Uncorrelated,,
201,3:56,Maria,Maria Angelina,1.22,27,Uncorrelated,,
202,3:56,Angelina,Maria Angelina,1.22,27,Explain Own Idea,,
203,3:56,Both,Maria Angelina,1.22,27,Uncorrelated,,
204,3:56,Angelina,Maria Angelina,1.22,27,Uncorrelated,,
205,3:56,Maria,Maria Angelina,1.22,27,Uncorrelated,,
206,3:56,Angelina,Maria Angelina,1.22,27,Uncorrelated,,
207,3:56,Maria,Maria Angelina,1.22,27,Uncorrelated,,
208,3:56,Angelina,Maria Angelina,1.22,27,Uncorrelated,,
209,3:56,Maria,Maria Angelina,1.22,27,Uncorrelated,,
210,3:56,Angelina,Maria Angelina,1.22,27,Uncorrelated,,
211,3:56,Maria,Maria Angelina,1.22,27,Explain Own Idea,,
212,3:56,Angelina,Maria Angelina,1.22,27,Uncorrelated,,
213,3:56,Maria,Maria Angelina,1.22,27,Uncorrelated,,
214,3:56,Angelina,Maria Angelina,1.22,27,Uncorrelated,,
215,3:56,Maria,Maria Angelina,1.22,27,Explain Own Idea,,
216,3:56,Angelina,Maria Angelina,1.22,27,Uncorrelated,,
217,3:56,Maria,Maria Angelina,1.22,27,Uncorrelated,,
218,3:56,Angelina,Maria Angelina,1.22,27,Uncorrelated,,
219,3:56,Maria,Maria Angelina,1.22,27,Uncorrelated,,
220,3:56,Angelina,Maria Angelina,1.22,27,Uncorrelated,,
221,7:20,Maria,Maria Angelina,1.22,28,Uncorrelated,,
222,7:20,Angelina,Maria Angelina,1.22,28,Uncorrelated,,
223,7:20,Maria,Maria Angelina,1.22,28,Uncorrelated,,
224,7:20,Angelina,Maria Angelina,1.22,28,Uncorrelated,,
225,7:20,Maria,Maria Angelina,1.22,28,Explain Own Idea,,
226,7:20,Angelina,Maria Angelina,1.22,28,Uncorrelated,,
227,7:20,Maria,Maria Angelina,1.22,28,Uncorrelated,,
228,7:20,Angelina,Maria Angelina,1.22,28,Engage Others Idea,LOW,Maria
229,7:20,Maria,Maria Angelina,1.22,28,Uncorrelated,,
230,7:20,T,Maria Angelina,1.22,28,Uncorrelated,,
231,7:20,Maria,Maria Angelina,1.22,28,Uncorrelated,,
232,7:20,Angelina,Maria Angelina,1.22,28,Uncorrelated,,
233,8:45,Maria,Maria Angelina,1.22,29,Uncorrelated,,
234,8:45,Angelina,Maria Angelina,1.22,29,Engage Others Idea,LOW,Maria
235,8:45,Maria,Maria Angelina,1.22,29,Uncorrelated,,
236,8:45,Both,Maria Angelina,1.22,29,Uncorrelated,,
237,8:45,Angelina,Maria Angelina,1.22,29,Uncorrelated,,
238,8:45,Maria,Maria Angelina,1.22,29,Engage Others Idea,LOW,Angelina
239,9:52,Maria,Maria Angelina,1.22,30,Uncorrelated,,
240,9:52,Maria,Maria Angelina,1.22,30,Uncorrelated,,
241,9:52,Angelina,Maria Angelina,1.22,30,Uncorrelated,,
242,9:52,Maria,Maria Angelina,1.22,30,Explain Own Idea,,
243,10:20,Angelina,Maria Angelina,1.22,31,Uncorrelated,,
244,10:20,Maria,Maria Angelina,1.22,31,Uncorrelated,,
245,10:20,Angelina,Maria Angelina,1.22,31,Uncorrelated,,
246,10:20,Both,Maria Angelina,1.22,31,Uncorrelated,,
247,10:20,Maria,Maria Angelina,1.22,31,Uncorrelated,,
248,10:20,Angelina,Maria Angelina,1.22,31,Uncorrelated,,
249,10:20,T,Maria Angelina,1.22,31,Uncorrelated,,
250,10:20,Both,Maria Angelina,1.22,31,Uncorrelated,,
251,10:20,Angelina,Maria Angelina,1.22,31,Uncorrelated,,
252,11:15,T,Maria Angelina,1.22,32,Uncorrelated,,
253,11:15,Angelina,Maria Angelina,1.22,32,Uncorrelated,,
254,11:15,T,Maria Angelina,1.22,32,Engage Others Idea,MEDIUM,Angelina
255,11:15,Angelina,Maria Angelina,1.22,32,Uncorrelated,,
256,11:15,T,Maria Angelina,1.22,32,Uncorrelated,,
257,11:15,Maria,Maria Angelina,1.22,32,Uncorrelated,,
258,11:15,Angelina,Maria Angelina,1.22,32,Uncorrelated,,
259,11:15,Maria,Maria Angelina,1.22,32,Uncorrelated,,
260,11:15,T,Maria Angelina,1.22,32,Uncorrelated,,
261,11:15,Maria,Maria Angelina,1.22,32,Uncorrelated,,
262,11:15,T,Maria Angelina,1.22,32,Uncorrelated,,
263,11:15,Angelina,Maria Angelina,1.22,32,Uncorrelated,,
264,11:15,T,Maria Angelina,1.22,32,Uncorrelated,,
265,11:15,Angelina,Maria Angelina,1.22,32,Explain Own Idea,,
266,11:15,T,Maria Angelina,1.22,32,Uncorrelated,,
267,11:15,Angelina,Maria Angelina,1.22,32,Uncorrelated,,
268,11:15,Maria,Maria Angelina,1.22,32,Uncorrelated,,
269,11:15,T,Maria Angelina,1.22,32,Uncorrelated,,
270,11:15,Maria,Maria Angelina,1.22,32,Uncorrelated,,
271,11:15,T,Maria Angelina,1.22,32,Engage Others Idea,MEDIUM,Maria
272,11:15,Maria,Maria Angelina,1.22,32,Uncorrelated,,
273,11:15,T,Maria Angelina,1.22,32,Uncorrelated,,
274,11:15,Both,Maria Angelina,1.22,32,Uncorrelated,,
275,12:41,T,Maria Angelina,1.22,33,Uncorrelated,,
276,12:41,Both,Maria Angelina,1.22,33,Uncorrelated,,
277,12:41,Angelina,Maria Angelina,1.22,33,Uncorrelated,,
278,12:41,Maria,Maria Angelina,1.22,33,Engage Others Idea,HIGH,Angelina
279,12:41,Angelina,Maria Angelina,1.22,33,Uncorrelated,,
280,12:41,T,Maria Angelina,1.22,33,Engage Others Idea,MEDIUM,Maria
281,12:41,Both,Maria Angelina,1.22,33,Uncorrelated,,
282,12:41,Angelina,Maria Angelina,1.22,33,Engage Others Idea,HIGH,Both
283,12:41,Maria,Maria Angelina,1.22,33,Uncorrelated,,
284,12:41,T,Maria Angelina,1.22,33,Uncorrelated,,
285,12:41,Angelina,Maria Angelina,1.22,33,Engage Others Idea,LOW,T
286,12:41,T,Maria Angelina,1.22,33,Uncorrelated,,
287,12:41,Angelina,Maria Angelina,1.22,33,Uncorrelated,,
288,12:41,T,Maria Angelina,1.22,33,Uncorrelated,,
289,12:41,Angelina,Maria Angelina,1.22,33,Uncorrelated,,
290,12:41,Maria,Maria Angelina,1.22,33,Explain Own Idea,,
291,12:41,Angelina,Maria Angelina,1.22,33,Explain Own Idea,,
292,12:41,T,Maria Angelina,1.22,33,Engage Others Idea,MEDIUM,Previous Speaker
293,12:41,Maria,Maria Angelina,1.22,33,Uncorrelated,,
294,12:41,Angelina,Maria Angelina,1.22,33,Engage Others Idea,LOW,Maria
295,12:41,T,Maria Angelina,1.22,33,Engage Others Idea,MEDIUM,Angelina
296,12:41,Both,Maria Angelina,1.22,33,Engage Others Idea,LOW,Angelina
297,12:41,T,Maria Angelina,1.22,33,Uncorrelated,,
298,12:41,Both,Maria Angelina,1.22,33,Uncorrelated,,
299,14:07,T,Maria Angelina,1.22,34,Uncorrelated,,
300,14:07,Angelina,Maria Angelina,1.22,34,Uncorrelated,,
301,0:00,Daniel,Armando Daniel,1.22,35,Uncorrelated,,
302,0:00,Armando,Armando Daniel,1.22,35,Engage Others Idea,HIGH,Daniel
303,0:00,Daniel,Armando Daniel,1.22,35,Uncorrelated,,
304,0:00,Armando,Armando Daniel,1.22,35,Uncorrelated,,
305,0:00,Daniel,Armando Daniel,1.22,35,Engage Others Idea,HIGH,Armando
306,0:00,Armando,Armando Daniel,1.22,35,Uncorrelated,,
307,0:00,Daniel,Armando Daniel,1.22,35,Engage Others Idea,HIGH,Armando
308,0:00,Armando,Armando Daniel,1.22,35,Uncorrelated,,
309,0:00,Daniel,Armando Daniel,1.22,35,Uncorrelated,,
310,0:00,Armando,Armando Daniel,1.22,35,Uncorrelated,,
311,0:00,Daniel,Armando Daniel,1.22,35,Uncorrelated,,
312,0:00,Armando,Armando Daniel,1.22,35,Engage Others Idea,HIGH,Daniel
313,0:00,Daniel,Armando Daniel,1.22,35,Uncorrelated,,
314,0:00,Armando,Armando Daniel,1.22,35,Engage Others Idea,HIGH,Daniel
315,0:00,Daniel,Armando Daniel,1.22,35,Engage Others Idea,LOW,Armando
316,0:00,Armando,Armando Daniel,1.22,35,Explain Own Idea,,
317,0:00,Daniel,Armando Daniel,1.22,35,Uncorrelated,,
318,0:00,Armando,Armando Daniel,1.22,35,Uncorrelated,,
319,0:00,Daniel,Armando Daniel,1.22,35,Uncorrelated,,
320,0:00,Armando,Armando Daniel,1.22,35,Uncorrelated,,
321,0:00,Daniel,Armando Daniel,1.22,35,Uncorrelated,,
322,0:00,Both,Armando Daniel,1.22,35,Uncorrelated,,
323,0:00,Daniel,Armando Daniel,1.22,35,Uncorrelated,,
324,0:00,Armando,Armando Daniel,1.22,35,Uncorrelated,,
325,0:00,Daniel,Armando Daniel,1.22,35,Uncorrelated,,
326,2:50,T,Armando Daniel,1.22,36,Uncorrelated,,
327,2:50,Armando,Armando Daniel,1.22,36,Uncorrelated,,
328,2:50,T,Armando Daniel,1.22,36,Uncorrelated,,
329,3:18,T,Armando Daniel,1.22,37,Explain Own Idea,,
330,3:18,Armando,Armando Daniel,1.22,37,Uncorrelated,,
331,3:18,T,Armando Daniel,1.22,37,Engage Others Idea,MEDIUM,Armando
332,3:18,Armando,Armando Daniel,1.22,37,Uncorrelated,,
333,3:18,T,Armando Daniel,1.22,37,Engage Others Idea,MEDIUM,Armando
334,3:18,Armando,Armando Daniel,1.22,37,Explain Own Idea,,
335,3:18,T,Armando Daniel,1.22,37,Engage Others Idea,MEDIUM,Armando
336,3:18,Armando,Armando Daniel,1.22,37,Explain Own Idea,,
337,4:12,T,Armando Daniel,1.22,38,Uncorrelated,,
338,4:12,Daniel,Armando Daniel,1.22,38,Uncorrelated,,
339,4:12,Armando,Armando Daniel,1.22,38,Uncorrelated,,
340,4:12,Daniel,Armando Daniel,1.22,38,Uncorrelated,,
341,4:12,T,Armando Daniel,1.22,38,Uncorrelated,,
342,4:12,Daniel,Armando Daniel,1.22,38,Uncorrelated,,
343,4:12,Armando,Armando Daniel,1.22,38,Uncorrelated,,
344,4:12,Daniel,Armando Daniel,1.22,38,Uncorrelated,,
345,4:12,Armando,Armando Daniel,1.22,38,Engage Others Idea,HIGH,Daniel
346,4:12,Daniel,Armando Daniel,1.22,38,Uncorrelated,,
347,4:12,Armando,Armando Daniel,1.22,38,Uncorrelated,,
348,4:12,Daniel,Armando Daniel,1.22,38,Uncorrelated,,
349,4:12,Armando,Armando Daniel,1.22,38,Engage Others Idea,HIGH,Daniel
350,4:12,Daniel,Armando Daniel,1.22,38,Uncorrelated,,
351,4:12,Armando,Armando Daniel,1.22,38,Uncorrelated,,
352,4:12,Daniel,Armando Daniel,1.22,38,Uncorrelated,,
353,4:12,Armando,Armando Daniel,1.22,38,Uncorrelated,,
354,4:12,Daniel,Armando Daniel,1.22,38,Uncorrelated,,
355,8:20,Armando,Armando Daniel,1.22,39,Uncorrelated,,
356,8:20,Daniel,Armando Daniel,1.22,39,Uncorrelated,,
357,8:20,Armando,Armando Daniel,1.22,39,Uncorrelated,,
358,8:20,Daniel,Armando Daniel,1.22,39,Uncorrelated,,
359,8:20,Armando,Armando Daniel,1.22,39,Uncorrelated,,
360,8:20,Daniel,Armando Daniel,1.22,39,Uncorrelated,,
361,8:20,Armando,Armando Daniel,1.22,39,Uncorrelated,,
362,8:20,Daniel,Armando Daniel,1.22,39,Uncorrelated,,
363,8:20,Armando,Armando Daniel,1.22,39,Uncorrelated,,
364,8:20,Daniel,Armando Daniel,1.22,39,Uncorrelated,,
365,8:20,Armando,Armando Daniel,1.22,39,Uncorrelated,,
366,8:20,Both,Armando Daniel,1.22,39,Uncorrelated,,
367,12:00,T,Armando Daniel,1.22,40,Uncorrelated,,
368,12:28,T,Armando Daniel,1.22,41,Engage Others Idea,MEDIUM,Previous Speaker
369,12:28,Daniel,Armando Daniel,1.22,41,Uncorrelated,,
370,12:28,T,Armando Daniel,1.22,41,Engage Others Idea,MEDIUM,Daniel
371,12:28,Daniel,Armando Daniel,1.22,41,Uncorrelated,,
372,12:28,T,Armando Daniel,1.22,41,Uncorrelated,,
373,12:28,Daniel,Armando Daniel,1.22,41,Explain Own Idea,,
374,12:28,T,Armando Daniel,1.22,41,Engage Others Idea,LOW,Daniel
375,12:28,Daniel,Armando Daniel,1.22,41,Engage Others Idea,LOW,T
376,12:28,T,Armando Daniel,1.22,41,Engage Others Idea,MEDIUM,Daniel
377,12:28,Daniel,Armando Daniel,1.22,41,Uncorrelated,,
378,12:28,T,Armando Daniel,1.22,41,Uncorrelated,,
379,1:07,Kimberly,Samantha Natalie Kimberly,1.22,42,Uncorrelated,,
380,1:07,Samantha,Samantha Natalie Kimberly,1.22,42,Uncorrelated,,
381,1:07,Natalie,Samantha Natalie Kimberly,1.22,42,Uncorrelated,,
382,1:07,Kimberly,Samantha Natalie Kimberly,1.22,42,Uncorrelated,,
383,1:07,Samantha,Samantha Natalie Kimberly,1.22,42,Uncorrelated,,
384,1:07,Natalie,Samantha Natalie Kimberly,1.22,42,Uncorrelated,,
385,1:07,Kimberly,Samantha Natalie Kimberly,1.22,42,Uncorrelated,,
386,1:07,Natalie,Samantha Natalie Kimberly,1.22,42,Explain Own Idea,,
387,0:00,Natalie,Samantha Natalie Kimberly,1.22,43,Explain Own Idea,,
388,0:00,Kimberly,Samantha Natalie Kimberly,1.22,43,Engage Others Idea,MEDIUM,Natalie
389,0:00,Natalie,Samantha Natalie Kimberly,1.22,43,Explain Own Idea,,
390,0:00,Kimberly,Samantha Natalie Kimberly,1.22,43,Uncorrelated,,
391,0:00,Samantha,Samantha Natalie Kimberly,1.22,43,Explain Own Idea,,
392,0:00,Kimberly,Samantha Natalie Kimberly,1.22,43,Explain Own Idea,,
393,0:00,Natalie,Samantha Natalie Kimberly,1.22,43,Engage Others Idea,MEDIUM,Samantha
394,0:00,Kimberly,Samantha Natalie Kimberly,1.22,43,Explain Own Idea,,
